F157,F159,F160,F162,F265,F267,F268,F270,F886,F1936,F1938,F2074,F2076,F2182,F2285,F2481,F2578,F2779,F3226,F3228,F3229,F3231,F3337,F3339,F3445,F3447,F3502,F3504,F3908,F3912,F115,F321,F527,F531,F670,F1692,F2082,F2122,F2582,F2678,F2737,F2956,F3836,F3887,F3894,F3924
0.47,0.44,0.7,0.68,0.28,0.27,0.59,0.57,0.0,0.0,0.0,0.0,0.0,0.0,6.67,26.62,1.45,3.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.47,1.41,1.09,2.07,0.0,0.0,0.0,0.0,-0.25,0.66,0.47,118.0,205798.13,83,37.0,0
0.36,0.4,0.38,0.41,0.16,0.2,0.17,0.21,0.0,0.0,0.0,0.91509434,0.537735849,0.919491525,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.37,1.24,0.75,1.33,0.0,0.0,0.0,0.0,-0.18,-0.12,-0.54,38.0,7537.96,85,48.0,0
0.93,0.91,0.91,0.85,0.9,0.89,0.91,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.9,1.04,0.9,0.99,1.0,0.0,0.0,0.333333333,-0.14,-0.14,-0.55,102.0,100455.16,82,50.0,0
0.4,0.52,0.57,0.62,0.2,0.29,0.42,0.41,1.0,0.0,0.0,0.588235294,0.588235294,0.593406593,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.5,1.78,0.55,3.6,1.0,0.0,0.058823529,0.0,0.0,-0.12,-0.15,64.0,1396842.55,83,53.0,0
0.67,0.65,0.66,0.65,0.33,0.29,0.44,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.67,1.05,1.17,1.13,1.0,2.0,0.0,0.5,-0.01,-0.12,-0.42,66.0,2548696.42,83,28.0,0
0.37,0.4,0.48,0.51,0.16,0.15,0.24,0.21,0.0,0.0,0.0,0.855555556,0.633333333,0.878787879,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.38,1.0,1.07,1.31,0.0,0.0,0.0,0.0,-0.38,-0.12,-0.51,60.0,2914198.46,84,35.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.756756757,0.716216216,0.71969697,0.89,2.84,0.15,0.34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.007575758,-0.03,0.17,0.07,236.0,86078.84,84,25.0,0
0.42,0.44,0.61,0.59,0.24,0.24,0.45,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.43,1.19,1.03,1.69,0.0,2.0,0.458333333,0.04,-0.07,-0.12,0.12,71.0,51571.6,228,31.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.954545455,0.833333333,0.952380952,1.08,5.03,-0.23,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.52,0.97,1.15,0.85,0.0,0.0,0.0,0.0,-0.51,0.62,-0.3,45.0,81167.15,227,31.0,0
0.52,0.52,0.44,0.62,0.22,0.29,0.17,0.41,0.0,0.0,0.0,0.714285714,0.421052632,0.722222222,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,9.0,0,0,0.5,0.75,1.01,0.6,0.0,0.0,0.0,0.0,-0.01,-0.12,-0.14,83.0,165811.05,83,33.0,0
0.48,0.52,0.48,0.45,0.22,0.28,0.29,0.28,0.0,0.0,0.0,0.5,0.5,0.3,16.0,18.58,5.18,1.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.48,1.28,0.98,1.26,0.0,0.0,0.0,0.1,0.0,-0.63,-0.73,10.0,290158.2,85,39.0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.003333333,0.003333333,0.943217666,0.015772871,0.943396226,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.12,-0.5,1.0,527387.63,360,53.0,0
0.58,0.59,0.62,0.67,0.45,0.46,0.57,0.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.35,-0.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.57,1.29,0.75,1.42,1.0,1.0,0.0,0.052631579,0.04,-0.52,-0.4,105.0,1722.24,292,49.0,0
0.44,0.37,0.62,0.62,0.19,0.11,0.32,0.34,0.0,0.0,0.0,0.887931034,0.732758621,0.909482759,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.43,1.26,1.15,1.95,0.0,0.0,0.0,0.004310345,0.0,-0.12,0.0,2.0,9165055.13,82,29.0,0
0.37,0.41,0.3,0.44,0.19,0.2,0.1,0.16,0.0,0.0,0.0,0.090909091,0.0,0.090909091,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.91,5.91,0,0,0.38,0.4,1.03,0.48,0.0,0.0,0.272727273,0.0,0.33,-0.12,-0.31,48.0,3441322.87,81,32.0,0
0.56,0.53,0.61,0.61,0.25,0.25,0.29,0.28,0.0,0.0,0.0,0.417910448,0.134328358,0.458745875,0.0,0.57,-0.45,-0.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.56,1.07,1.01,1.12,0.0,0.0,0.0,0.0,0.0,-0.36,-0.64,21.0,-825894.78,223,73.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.692913386,0.551181102,0.735632184,0.0,1.29,-0.27,-0.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.41,1.26,1.0,2.27,0.0,0.0,0.0,0.003831418,0.46,0.15,-0.44,25.0,987063.14,81,50.0,0
0.51,0.48,0.83,0.71,0.43,0.39,0.78,0.63,0.0,0.043010753,0.043010753,0.678832117,0.408759124,0.647798742,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.46,1.24,0.75,1.89,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,64.0,1560701.6,84,50.0,0
0.59,0.56,0.92,0.93,0.27,0.28,0.6,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.61,0.68,0.63,2.31,0.0,0.0,0.0,0.0,-0.08,-0.12,1.91,85.0,3228491.48,313,52.0,0
0.51,0.49,0.54,0.54,0.36,0.33,0.47,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.51,1.21,1.01,1.48,0.0,0.0,0.0,0.0,0.6,-0.55,-0.48,14.0,43386.59,81,28.0,0
0.39,0.33,0.43,0.36,0.23,0.19,0.32,0.23,0.0,0.0,0.0,0.80952381,0.698412698,0.884146341,1.46,1.55,0.3,0.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.38,1.3,1.33,1.04,0.0,0.0,0.0,0.0,0.0,-0.07,0.05,16.0,4015743.72,83,23.0,0
0.57,0.57,0.81,0.81,0.49,0.49,0.68,0.68,0.0,0.0,0.0,0.956989247,0.365591398,0.960784314,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.56,0.86,0.0,1.59,0.0,0.0,0.0,0.0,-0.25,-0.12,-0.58,9.0,181332.75,82,40.0,0
0.45,0.43,0.31,0.27,0.16,0.12,0.12,0.11,0.0,0.0,0.0,0.970873786,0.86407767,0.984536082,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.46,0.94,1.23,0.67,1.0,0.0,0.0,0.0,0.0,-0.12,-0.37,5.0,17664.67,84,23.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.879518072,0.277108434,0.865384615,0.86,3.49,-0.11,-0.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.53,1.07,1.0,1.21,0.0,0.0,0.0,0.076923077,0.02,0.06,-0.1,130.0,23301194.54,234,53.0,0
0.44,0.45,0.42,0.44,0.22,0.23,0.22,0.25,0.0,0.0,0.0,0.852631579,0.284210526,0.871428571,0.96,3.79,0.04,0.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.46,1.23,1.03,1.18,1.0,0.0,0.0,0.080952381,-0.13,0.1,0.1,133.0,6977412.41,83,26.0,0
0.64,0.55,0.9,0.86,0.42,0.45,0.42,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.68,8.05,-0.06,0.91,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.69,1.25,0.83,1.89,1.0,0.0,0.0,0.0,-0.17,1.04,0.55,382.0,1416489.86,83,35.0,0
0.89,0.92,0.92,0.92,0.42,0.43,0.75,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.89,1.67,0.95,1.76,1.0,1.0,0.0,0.043478261,0.01,0.79,0.8,154.0,137479.6,81,21.0,0
0.64,0.65,0.68,0.71,0.32,0.35,0.61,0.64,0.0,0.0,0.0,0.96373057,0.450777202,0.910958904,0.0,0.0,-0.45,-0.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.71,1.56,1.31,1.57,0.0,0.0,0.0,0.0,0.09,-0.04,-0.34,21.0,2577155.02,81,30.0,0
0.38,0.4,0.31,0.31,0.26,0.25,0.23,0.23,0.0,0.0,0.0,0.996598639,0.272108844,0.930894309,0.0,0.23,-0.41,-0.71,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.38,1.09,1.02,0.9,0.0,0.0,0.0,0.0,0.02,-0.51,-0.28,82.0,24146552.98,83,24.0,0
0.6,0.58,0.74,0.7,0.21,0.15,0.39,0.28,0.0,0.0,0.0,0.972222222,0.708333333,0.9765625,0.11,0.65,-0.14,-0.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.57,1.39,1.75,1.37,0.0,0.0,0.0,0.0,-0.07,-0.52,0.14,89.0,1674523.42,82,36.0,0
0.7,0.76,0.66,0.65,0.44,0.43,0.37,0.38,0.0,0.0,0.0,0.754716981,0.509433962,0.771186441,0.37,0.54,-0.31,-0.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.72,0.88,1.08,0.81,0.0,2.0,0.0,0.025423729,0.3,-0.36,-0.39,110.0,1836556.36,81,41.0,0
0.66,0.71,0.63,0.65,0.41,0.48,0.37,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.83,-0.19,-0.51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.74,22.74,1,0,0.68,0.93,0.92,0.96,0.0,1.0,0.0,0.4,-0.04,-0.39,-0.37,127.0,1303985.0,80,26.0,0
0.82,0.8,0.89,0.89,0.73,0.8,0.88,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.7,26.7,0,0,0.61,1.41,0.0,0.67,1.0,2.0,0.0,0.15,0.0,-0.12,-0.13,14.0,123046.01,82,29.0,0
0.47,0.51,0.52,0.53,0.26,0.3,0.27,0.3,1.0,0.0,0.0,0.903225806,0.774193548,0.928571429,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.47,0.86,0.97,0.92,1.0,0.0,0.0,0.0,0.94,-0.41,-0.11,16.0,702094.75,82,27.0,0
1.0,0.52,1.0,0.62,1.0,0.29,1.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1.0,1.0,2.0,1.21,0.0,1.0,0.0,0.1,0.0,-0.12,0.0,3.0,-294199.23,81,25.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.021276596,0.021276596,0.94047619,0.726190476,0.916666667,0.0,16.71,-0.49,4.43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.57,1.03,0.98,1.31,0.0,0.0,0.0,0.0,0.07,9.58,-0.21,293.0,3260397.72,82,67.0,0
0.4,0.37,0.56,0.56,0.18,0.18,0.5,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39,-0.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.41,2.08,1.18,2.79,0.0,0.0,0.0,0.0,0.16,-0.44,-0.29,71.0,-2036820.28,81,44.0,0
0.51,0.56,0.6,0.32,0.25,0.17,0.47,0.14,0.0,0.0,0.0,1.0,0.133333333,0.942857143,28.93,48.75,19.4,15.46,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.52,1.75,0.95,0.49,0.0,0.0,0.0,0.0,0.64,-0.19,-0.09,65.0,10431.46,80,32.0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,-0.08,-0.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.056603774,0.0,0.01,-0.24,-0.29,24.0,1082.4,248,6.0,0
0.5,0.43,0.8,0.67,0.26,0.14,0.61,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1723.02,1725.2,691.83,336.39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.5,1.45,1.99,0.55,0.0,0.0,0.0,0.0,0.37,-0.51,-0.2,106.0,6143262.28,80,58.0,0
0.49,0.5,0.43,0.41,0.25,0.26,0.27,0.26,0.0,0.012987013,0.012987013,0.828571429,0.714285714,0.865168539,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.47,1.11,0.96,1.06,1.0,3.0,0.0,0.011235955,0.0,-0.2,-0.19,64.0,15014.5,82,45.0,0
0.91,0.86,1.0,1.0,0.38,0.37,0.59,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.36,-0.1,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.92,1.42,1.03,1.29,0.0,0.0,0.0,0.0,0.0,-0.17,-0.26,52.0,641351.63,82,72.0,0
0.36,0.3,0.32,0.27,0.26,0.23,0.28,0.26,0.0,0.055555556,0.055555556,0.927710843,0.722891566,0.953757225,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.39,0.95,1.08,1.11,0.0,0.0,0.0,0.0,0.01,-0.4,-0.63,214.0,14858.2,82,32.0,0
0.33,0.32,0.23,0.21,0.21,0.19,0.19,0.18,0.0,0.027027027,0.027027027,0.934782609,0.746376812,0.935,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.46,8.46,1,0,0.34,1.26,1.34,0.76,0.0,0.0,0.0,0.005,-0.11,-0.12,-0.47,21.0,19938.25,81,35.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.76744186,0.520930233,0.762470309,0.0,0.08,-0.45,-0.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.53,1.0,1.0,1.21,0.0,0.0,0.0,0.007125891,0.47,-0.43,-0.6,139.0,120544.64,80,42.0,0
0.54,0.55,0.29,0.26,0.23,0.23,0.08,0.08,0.0,0.0,0.0,0.74137931,0.551724138,0.75255102,0.0,0.0,-0.12,-0.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.55,0.57,1.07,0.34,0.0,1.0,0.0,0.005102041,0.0,0.0,-0.12,7.0,964901.6,82,39.0,0
1.0,0.52,1.0,0.62,1.0,0.29,1.0,0.41,0.0,0.0,0.0,0.714285714,0.678571429,0.69047619,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.01,-0.12,-0.27,63.0,1820426.5,81,38.0,0
1.0,1.0,1.0,1.0,0.96,0.0,0.99,0.0,0.0,0.0,0.0,0.568181818,0.238636364,0.552325581,1.13,4.38,0.22,0.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,1.0,1.05,1.03,1.06,0.0,0.0,0.0,0.0,0.07,-0.04,-0.04,195.0,1962448.81,81,23.0,0
0.46,0.47,0.46,0.48,0.21,0.2,0.12,0.12,0.0,0.0,0.0,1.0,0.515254237,0.993902439,0.26,3.29,-0.32,0.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.45,0.82,1.22,0.63,0.0,0.0,0.0,0.0,0.31,0.74,-0.2,214.0,207590.52,79,37.0,0
0.48,0.47,0.61,0.54,0.18,0.19,0.15,0.17,0.0,0.0,0.0,0.80952381,0.777777778,0.774774775,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.46,1.48,0.53,0.36,0.0,0.0,0.0,0.0,-0.05,-0.12,-0.1,21.0,29161.61,81,37.0,0
0.36,0.36,0.44,0.44,0.32,0.32,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.62,1.62,0,0,0.35,1.09,0.62,1.47,0.0,0.0,0.0,0.0625,0.0,-0.35,0.36,19.0,280853.0,79,38.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.034482759,0.034482759,0.868131868,0.285714286,0.776470588,0.61,0.62,0.17,-0.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.8,1.0,0.0,1.25,0.0,0.0,0.0,0.005882353,0.0,-0.31,-0.19,10.0,479099.05,79,35.0,0
0.49,0.52,0.45,0.62,0.23,0.29,0.25,0.41,0.0,0.0,0.0,0.785714286,0.785714286,0.897435897,0.0,0.0,-0.33,-0.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.59,5.59,0,0,0.5,0.69,1.03,0.0,1.0,0.0,0.0,0.0,0.54,-0.18,-0.03,57.0,1623324.43,79,32.0,0
0.8,0.78,0.91,0.88,0.43,0.42,0.71,0.66,0.0,0.0,0.0,0.982758621,0.706896552,0.943661972,0.28,3.62,-0.13,0.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.76,1.48,0.91,1.69,0.0,0.0,0.0,0.0,0.13,0.59,-0.35,98.0,55798.1,79,56.0,0
0.49,0.52,0.84,0.74,0.26,0.3,0.76,0.66,0.0,0.0,0.0,0.929292929,0.626262626,0.861607143,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.49,1.68,0.84,2.47,0.0,0.0,0.0,0.0,0.0,-0.12,-0.15,64.0,205408.99,79,32.0,0
0.62,0.5,0.83,0.76,0.32,0.14,0.77,0.68,0.0,0.0,0.0,0.0,0.0,0.133333333,0.7,2.87,-0.13,-0.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.62,1.73,1.98,2.04,0.0,0.0,0.0,0.0,-0.02,0.12,-0.04,159.0,359091.48,81,36.0,0
0.46,0.45,0.9,0.96,0.21,0.21,0.47,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.97,3.36,0.17,0.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.47,1.33,1.24,2.41,1.0,1.0,0.0,0.5,0.01,-0.01,-0.36,73.0,2200149.44,80,36.0,0
0.91,0.94,0.92,0.93,0.83,0.83,0.82,0.8,0.0,0.0,0.0,0.9,0.625,0.853211009,0.59,1.87,-0.2,-0.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.91,0.99,0.99,0.98,0.0,0.0,0.0,0.024464832,0.0,-0.08,-0.22,187.0,365297.53,79,40.0,0
0.52,0.52,0.92,0.95,0.21,0.22,0.7,0.71,0.0,0.0,0.0,1.0,0.428571429,0.981481481,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.53,1.5,1.23,3.18,0.0,0.0,0.0,0.0,-0.11,-0.12,-0.31,90.0,69584.27,81,40.0,0
0.38,0.44,0.59,0.67,0.12,0.08,0.4,0.46,0.0,0.0,0.0,0.685185185,0.574074074,0.810650888,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.39,0.77,1.47,3.86,0.0,0.0,0.018518519,0.0,0.0,-0.12,-0.83,64.0,18365.66,80,48.0,0
0.55,0.66,0.71,0.82,0.27,0.35,0.41,0.53,0.0,0.0,0.0,0.95,0.9,0.95412844,0.0,0.0,-0.5,-0.67,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.57,1.27,0.79,1.84,0.0,0.0,0.0,0.0,0.0,-0.33,-0.63,64.0,6568661.54,80,44.0,0
0.49,0.5,0.31,0.32,0.32,0.32,0.27,0.29,0.0,0.0,0.0,1.0,0.492537313,0.990196078,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.48,1.25,0.99,1.12,0.0,0.0,0.0,0.0,0.09,-0.12,-0.01,64.0,501080.01,79,39.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.051020408,0.051020408,0.682758621,0.510344828,0.737864078,0.05,0.06,-0.29,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.48,0.97,1.0,2.13,0.0,0.0,0.0,0.0,0.41,-0.29,-0.46,144.0,2698520.53,81,26.0,0
0.31,0.3,0.53,0.46,0.28,0.27,0.52,0.46,0.0,0.0,0.0,0.913793103,0.706896552,0.921428571,0.0,0.0,-0.44,-0.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.31,1.09,1.21,1.67,0.0,0.0,0.0,0.0,-0.28,-0.4,-0.07,132.0,100738.74,79,29.0,0
0.54,0.62,0.47,0.65,0.34,0.37,0.41,0.56,0.0,0.0,0.0,0.977443609,0.69924812,0.977477477,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.54,1.32,0.81,1.57,0.0,0.0,0.0,0.013513514,0.16,-0.12,0.2,113.0,79280.64,79,44.0,0
0.44,0.47,0.54,0.56,0.13,0.21,0.14,0.22,0.0,0.0,0.0,0.960526316,0.842105263,0.973154362,0.38,1.49,-0.1,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.42,0.93,0.33,1.27,0.0,0.0,0.0,0.0,-0.3,-0.09,0.18,9.0,3969417.34,81,41.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.926829268,0.707317073,0.948979592,8.83,18.64,2.01,2.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07,0.01,0.06,332.0,27396.95,229,56.0,0
0.73,0.73,0.99,0.99,0.67,0.68,0.9,0.94,0.0,0.0,0.0,0.886792453,0.823899371,0.886904762,0.0,0.0,0.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.76,0.92,1.01,1.37,0.0,1.0,0.0,0.014880952,0.0,-0.5,0.19,64.0,305728.2,219,49.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,-0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.6,0.94,0.0,1.01,1.0,0.0,0.0,0.0,0.0,-0.7,-0.7,18.0,4879798.69,80,7.0,0
0.51,0.52,0.61,0.62,0.29,0.29,0.38,0.41,0.0,0.0,0.0,1.0,0.453125,0.993333333,5.18,11.68,1.86,1.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0.5,1.47,1.67,1.76,1.0,0.0,0.0,0.0,-0.25,-0.04,0.54,135.0,104960.82,80,54.0,0
